GeneSymbol	Diseases
CASP3	Amyotrophic lateral sclerosis:Cancer:Central nervous system disease:Cholestasis:Dermatitis:Down syndrome:Helicobacter infection:Hydrocephalus:Intracranial aneurysm:Lupus erythematosus:Moyamoya disease:Periodontitis:Rabies:Reticulosarcoma:Sudden infant death syndrome:Systemic scleroderma:Vulvar disease
ACOT7	Epilepsy
WISP1	Arthritis:Cancer:Spondylarthropathies
SLC1A3	Alzheimer's disease:Attention deficit hyperactivity disorder:Multiple sclerosis:Schizophrenia
CASP4	Alzheimer's disease:Ovary cancer
MAZ	Amyloidosis:Breast cancer:Cerebellar disease:Gouts:Polyarthritis
CASP9	Adenovirus infection:Brain tumor:Breast cancer:Infection:Liver cancer:Lung cancer:Neuroblastoma:Parkinson disease:Reticulosarcoma
WISP3	Bone disease:Breast cancer:Liver cancer:Polyarthritis:Rheumatoid arthritis
SLC1A6	Schizophrenia
CASP7	Lymphoma:Melanoma:Periodontitis:Stomach cancer
CASP8	AIDS:Autoimmune disease:Cancer:Diabetes mellitus:Immunologic deficiency syndrome:Intracranial hypertension:Neurodegenerative disorder:Systemic scleroderma
EXOG	Diabetes mellitus
CASP1	Heart failure:Hereditary nonpolyposis colorectal tumor:Melanoma:Multiple sclerosis:Ovary cancer:Pancreas disease:Stomach cancer
SLC1A1	Multiple sclerosis:Obsessive-compulsive disorder:Schizophrenia
CASP2	Breast cancer:Stomach cancer
PRPF3	Retinal disease:Retinitis pigmentosa
PCDH8	Cancer:Schizophrenia
MAN2A1	Autoimmune disease:Lupus erythematosus
CLDN1	Cancer:Cholestasis:Hematopoietic system disease:Infection
CLDN2	Cancer
IFT81	Sickle cell disease
LOC285634	Prostate cancer
CASQ1	Achalasia and cardiospasm:Diabetes mellitus:Glucose intolerance
PMEPA1	Colon cancer:Primary tumor:Prostate cancer
CASQ2	Congenital abnormality
FKBP5	"Stress disorder, post-traumatic":Adenocarcinoma:Brain tumor:Depression:Myelofibrosis
FKBP4	Liver cancer
STUB1	Alzheimer's disease:Neurodegenerative disorder:Spinocerebellar ataxias
PRPF8	Prostate cancer:Retinitis pigmentosa
FCN1	Rheumatism
MAF	Asthma:Bone disease:Colon cancer:Multiple myeloma:Neoplasm metastasis:Nephrosis
EXO1	Cancer
AMHR2	Female reproductive cancer:Multiple endocrine neoplasia:Ovarian disease
MAG	Amyloidosis:Ischemia:Pancreas cancer:Polyneuropathy:Schizophrenia
MAK	Prostate cancer
MAL	Adenoma:Esophagus cancer:Prostate cancer:Rheumatoid arthritis
ADIPOQ	Acromegaly:Advanced cancer:Anorexia nervosa:Atopic rhinitis:Behcet syndrome:Breast cancer:Bulimia:Cardiovascular disease:Cerebrovascular disorder:Chronic obstructive airway disease:Cirrhosis:Colon cancer:Dental plaque:Depression:Embryoma:Endometrial cancer:Endometriosis:Esophagus cancer:Fatty liver:Generalized anxiety disorder:Glucose intolerance:Graves' disease:Growth retardation:HIV infection:Hepatitis C:Hyperinsulinism:Ischemia:Kidney disease:Late pregnancy:Leukemia:Lipodystrophy:Liver disease:Lung cancer:Metabolic syndrome X:Metabolism disease:Pancreas disease:Polyarthritis:Prostate cancer:Proteinuria:Rheumatoid arthritis:Stomach cancer:Werner syndrome
PRPH2	Endocrine gland cancer:Eye disease:Neoplasm metastasis:Rectal tumor:Retinal disease:Retinitis pigmentosa
ABP1	Celiac disease
EPOR	Alzheimer's disease:Cancer:Drug abuse:Endometriosis:Myeloproliferative disease:Polycythemia
UTS2	Adrenal gland tumor:Cardiovascular disease:Diabetes mellitus:Hemolytic-Uremic syndrome:Hypertension:Kidney disease
TRMT2A	Schizophrenia
LPAR2	Breast cancer:Colon cancer:Ovarian cancer
EDIL3	Solid tumor
LPAR1	Adenoma:Arthritis:Colon cancer:Neoplasm metastasis:Prostate cancer:Rheumatoid arthritis
MOG	Autistic disorder:Encephalitis:Multiple sclerosis:Schizophrenia
LUZP6	Communicable disease
GLDC	Encephalopathies:Hyperglycemia:Mental retardation
ATP2B1	Prostate cancer
ATP2B2	Breast cancer
IFNE	Atherosclerosis
IFNG	"Mycobacterium infection, Atypical":"Purpura, Thrombocytopenic, Idiopathic":Abortion:Alopecia:Alzheimer's disease:Anemia:Angiomyolipoma:Anorexia nervosa:Arthritis:Asthma:Atherosclerosis:Behcet syndrome:Breast cancer:Bronchiectasis:Bronchiolitis obliterans:Brucellosis:Celiac disease:Cervical cancer:Choriocarcinoma:Colon cancer:Communicable disease:Dermatitis:Diabetes mellitus:Embryoma:Emphysema:Endometriosis:Enteritis:Familial Mediterranean fever:Fanconi's anemia:Helicobacter infection:Hemolytic anemia:Hepatitis C:Hyperthyroidism:IGA glomerulonephritis:Infection:Influenza:Intraocular melanoma:Leukemia:Lichen planus:Liver cancer:Liver disease:Lung cancer:Lupus erythematosus:Multiple myeloma:Multiple sclerosis:Nasopharyngeal cancer:Neoplasm metastasis:Neutropenia:Ovarian cancer:Pancreas cancer:Pancreatitis:Parkinson disease:Pelvic inflammatory disease:Periodontitis:Pre-Eclampsia:Prostate cancer:Serous cancer:Solid tumor:Squamous cell cancer:Systemic infection:Ulcerative colitis:Uveitis:Vaccinia:Virus disease
C7ORF49	Infection
DYNC2H1	Cancer
RAB25	Ovarian cancer
GDF9	Breast cancer:Ovarian failure:Rabies
SCD5	Sickle cell disease
GLE1	Fetal disease
IGHJ@	Leukemia
OPTC	Chronic simple glaucoma
OPTN	Chronic simple glaucoma:Eye disease
PPARGC1A	Breast cancer:Glucose intolerance:Hypertension:Metabolism disease:Neoplasm metastasis:Ovarian cancer:Polycystic ovary syndrome:Rabies
SCEL	Cancer
HES1	Breast cancer:Cervical cancer:Fanconi's anemia:Squamous cell cancer
C1QA	Breast cancer
RND3	Prostate cancer
PNKP	Adenoma
REC8	"Infertility, Male"
HES5	Cervical cancer:Squamous cell cancer
LPAR6	Alopecia:Brain tumor
ATP2C1	Eating disorder:Herpes
MLLT11	Breast cancer
PLA2G2A	Alzheimer's disease:Atherosclerosis:Cholelithiasis:Cystic fibrosis:Dental plaque:Diabetes mellitus:Drug abuse:Embryoma:Neoplasm metastasis:Schizophrenia:Stomach cancer:Stroke:Vascular dementia
EXT1	Autistic disorder:Bone disease:Congenital abnormality:Embryoma
PLA2G2D	Chronic obstructive airway disease
EXT2	Congenital abnormality
GLG1	Brain tumor:Embryoma
CLCN1	Adenocarcinoma:Albers-Schonberg disease:Common cold:Myotonic disorder:Rabies
CLCN3	Brain tumor:Sinusitis
CLCN2	Brain tumor:Epilepsy:Malaria:Sinusitis
GLP-1	Obesity
MME	Abortion:Acne:Alzheimer's disease:Amyloidosis:Cancer:Cholestasis:Diabetes mellitus:HIV infection:Kidney disease
CALR	Abortion:Achalasia and cardiospasm:Amyloidosis:Bladder cancer:Colon cancer:Leukemia:Malignant glioma:Melanoma:Pre-Eclampsia:Rabies
F13B	Stroke
LHX6	Embryoma
LHX8	Ovarian failure
MN1	Leukemia:Lymphoma
NKRF	Colon cancer
MLN	Celiac disease:Cholelithiasis
MLL	Congenital abnormality:Granulomatous disease:Immunologic deficiency syndrome:Leukemia:Lymphoma:Neoplasm metastasis:Osteomyelitis:Schizophrenia:Vitamin D deficiency
RHBDF1	Cancer:Embryoma
TPD52L1	Leukemia
TPD52L2	Leukemia
SEPN1	"Hypertension, Pulmonary":Muscular dystrophies
HNRNPA1	Keratoconjunctivitis Sicca:Muscular dystrophies:Prostate cancer
PLA2G4A	Bacterial infection:Colon cancer:Diabetes mellitus:Gouts:Leukemia:Liver cancer:Polyarthritis:Rheumatoid arthritis:Schizophrenia
ATP2A2	"Skin disease, Genetic":Achalasia and cardiospasm:Cervical cancer:Chronic obstructive airway disease:Colon cancer:Diabetes mellitus:Hypertension:Myopathy
RNF5	Breast cancer:Salmonella infection
ATP2A3	Adenocarcinoma:Cervical cancer
RNF2	Cancer:Embryoma
ATP2A1	Chronic obstructive airway disease:Congenital abnormality:Prostate cancer
CLCN7	Albers-Schonberg disease:Bone disease:Osteomyelitis
CLCN5	Congenital abnormality:Proteinuria
GRK1	HIV infection:Retinal disease
IGHG1	Lupus erythematosus:Lupus vulgaris:Sarcoidosis
ARSB	Cystic fibrosis:Leukodystrophy NOS
IGHG2	Immunologic deficiency syndrome:Lupus erythematosus:Lupus vulgaris
ACVRL1	Brain disease:Cardiovascular disease:Connective tissue disease
ZEB2	Cancer:Congenital abnormality
GLI2	Basal cell carcinoma:Hypopituitarism:Prostate cancer
CANX	Melanoma
GLI3	Congenital abnormality:Intractable epilepsy
ART1	Squamous cell cancer
GLI1	Cancer
ART3	Azoospermia
FANCE	Fanconi's anemia
FANCF	Cervical cancer:Ovarian cancer:Solid tumor
SEPP1	Adenoma:Liver cancer
RAB6A	Alzheimer's disease
FANCG	Fanconi's anemia
FANCA	Breast cancer:Fanconi's anemia:Leukemia:Ovarian cancer:Pancreas cancer
FANCB	Fanconi's anemia:Lung disease
CRYBB2	Eye disease
FANCC	Fanconi's anemia
CAMP	Atherosclerosis:Chronic obstructive airway disease:Cystic fibrosis:Down syndrome:Leukemia:Ovary cancer:Rabies:Respiratory tract disease:Sinusitis:Systemic infection
RAB4A	HIV infection:Lipoidosis
RPGRIP1	Amaurosis congenita of leber I :Retinal disease:Retinitis pigmentosa
PROK2	Congenital abnormality:Embryoma
ZDHHC11	Bladder cancer
MIR1-1	Heart failure
RAB5A	Amyotrophic lateral sclerosis:Virus disease
RAB3A	Autistic disorder:Mental retardation
TRIOBP	Deafness
MIF	"Infertility, Male":"Pemphigoid, Bullous":Adenoma:Aortic aneurysm:Arthritis:Autoimmune disease:Brain tumor:Breast cancer:Celiac disease:Colon cancer:Endometriosis:Gastritis:Hepatitis B:IGA glomerulonephritis:Infertility:Lung cancer:Lupus erythematosus:Lupus vulgaris:Malaria:Necrotizing enterocolitis:Obesity:Ovarian cancer:Pancreatitis:Pervasive development disorder:Pre-Eclampsia:Prostate cancer:Respiratory distress syndrome:Scleroderma:Skin disease:Stomach cancer:Systemic infection:Systemic scleroderma:Tuberculosis:Ulcerative colitis
SPHKAP	Brain tumor:Hyperglycemia
LPXN	Prostate cancer
PEX19	Rabies
ARR3	Behcet syndrome:Uveitis
PEX16	Encephalopathies:Kidney disease
FYCO1	Cancer
LY75	Hodgkin's disease:Lymphoproliferative disorder:Thymoma
PLA2G16	Lung cancer
GDI2	Down syndrome:Pancreas cancer
CAP2	Cancer
IMMT	Down syndrome
GABARAP	Breast cancer
PROM1	Cancer:Muscular dystrophy:Retinal disease
RAB32	Adenocarcinoma
CAPG	Cancer
C7ORF16	Hypercholesterolemia
ARSA	Alzheimer's disease:Down syndrome:Leukodystrophy NOS
CMA1	Aortic aneurysm:Asthma:Dermatitis:Diabetes mellitus:Fibrosarcoma:Hamman-Rich syndrome:Sarcoidosis
VLDLR	Hereditary disease:Infection:Macular degeneration:Schizophrenia
CAST	Alzheimer's disease:Muscular atrophy:Rabies
F2RL2	Folic acid deficiency
F2RL3	Liver cancer:Pancreas cancer:Prostate cancer
SEPT4	Colon cancer:Liver cancer:Neuritis:Neurodegenerative disorder:Schizophrenia
CASR	Atherosclerosis:Autoimmune disease:Colon cancer:Epilepsy:Hyperparathyroidism:Kidney failure:Multiple myeloma:Pancreatitis:Primary hyperparathyroidism:Vitamin D deficiency
SEPT2	Brain tumor:Lupus erythematosus
ASAM	Obesity
F2RL1	Abortion:Alzheimer's disease:Asthma:Atopic rhinitis:Breast cancer:Bronchopulmonary dysplasia:Colon cancer:Dermatitis:Embryoma:Endometrial cancer:Endometriosis:Multiple sclerosis:Neoplasm metastasis:Pancreas cancer:Papillary adenocarcinoma:Prostate cancer:Respiratory failure:Rheumatoid arthritis:Synovitis:Systemic infection:Vascular disease
EIF5B	Herpes
EIF5A	Lung cancer:Pancreas cancer
VTN	Atherosclerosis:Breast cancer:Ovarian cancer
PMAIP1	Colon cancer:Leukemia:Melanoma:Multiple myeloma:Neuroblastoma:Systemic scleroderma:Virus disease
FLCN	Renal Cell cancer:Respiratory tract disease:Stomach cancer
VIPR1	Enteritis:HIV infection:Prostate cancer:Rabies:Rheumatoid arthritis:Ulcerative colitis:Yersinia infection
VIPR2	Arthritis:Cholelithiasis:Gallbladder disease:Infection:Multiple sclerosis:Polyarthritis:Rheumatoid arthritis
GDNF	Diabetes mellitus:Drug abuse:Huntington disease:Lung cancer:Neuroblastoma:Neurodegenerative disorder:Neurofibromatosis:Pancreas cancer:Retinal disease:Schizophrenia
CRYGD	Rabies
PAPPA	Abortion:Cancer:Hyperlipidemia:Lupus erythematosus
GLP2R	Colon cancer
MX1	Biliary Atresia:Cholestasis:Hepatitis C:Infection:Influenza:Multiple sclerosis:Polyarthritis:Virus disease
MX2	Narcolepsy
DISC1	Autistic disorder:Behavior disease:Bipolar disorder:Depression:Psychotic disorder
DISC2	Behavior disease
CARS	Reticulosarcoma
ERP29	Basal cell carcinoma:Carcinoma
MFI2	Alzheimer's disease:Angiomyolipoma:Melanoma
CLPS	Diabetes mellitus
DSP	Lung cancer:Palmoplantar keratosis
BPY2	Oligospermia:Testicular dysfunction
ANXA8L2	Breast cancer
MVK	Gram-Negative bacterial infection:Rabies
DST	"Pemphigoid, Bullous"
GLP1R	Diabetes mellitus:Pancreas cancer
SEPT9	"Adenocarcinoma, Mucinous":Neuritis
MVP	Cancer
FXYD1	Rett syndrome
CAV3	Adenovirus infection:Cancer:Long QT syndrome:Muscular dystrophies:Myopathy:Sudden infant death syndrome
ITGAL	Abortion:Atherosclerosis:Bladder cancer:Chronic obstructive airway disease:Eating disorder:Enteritis:Herpes:Immunologic deficiency syndrome:Leukemia:Migraine:Primary biliary cirrhosis:Tuberculosis:Ulcerative colitis
CAV2	Colon cancer:Esophagus cancer:Infection:Primary biliary cirrhosis:Skin disease
CAV1	Bladder cancer:Cancer:Hypertension:Oral cancer:Primary biliary cirrhosis:Pulmonary fibrosis:Rabies:Scleroderma:Systemic scleroderma
FXYD3	Cancer
GRAP	Sicca syndrome
ITGAE	Carcinoma:Enteritis:Lung disease
ITGB4	"Pemphigoid, Bullous":"Skin disease, Genetic":Cancer
ITGB5	Atherosclerosis
ITGB2	Chronic obstructive airway disease:Colon cancer:Diabetes mellitus:Enteritis:HIV infection:Kidney failure:Melanoma:Migraine:Obesity:Pertussis:Rheumatoid arthritis:Stroke:Thrombophilia
ITGB3	"Hemorrhagic fevers, Viral":"Pemphigoid, Bullous":"Purpura, Thrombocytopenic, Idiopathic":Aplastic anemia:Asthma:Atherosclerosis:Autistic disorder:Cancer:Diabetes mellitus:Hemorrhagic disorder:Intermediate coronary syndrome:Lupus erythematosus:Penile disease:Stroke:Subarachnoid hemorrhage:Takayasu's arteritis:Temporal arteritis:Thrombocytopenia
ITGB1	"Pemphigoid, Bullous":"Pleural effusion, Malignant":"Purpura, Thrombocytopenic, Idiopathic":Alopecia:Alzheimer's disease:Aortic aneurysm:Cancer:Depression:Diabetes mellitus:Drug abuse:Lupus erythematosus:Primary hyperparathyroidism:Rheumatoid arthritis:Shigella infection:Sickle cell disease:Systemic infection:Thalassemia
ITGAM	Alzheimer's disease:Chronic obstructive airway disease:Diabetes mellitus:Kidney failure:Leukemia:Lupus erythematosus:Melanoma:Pertussis:Systemic infection:Thrombophilia:Yersinia infection
MUT	Congenital abnormality
ITGAX	Leukemia:Melanoma
ITGB8	Neoplasm metastasis
EIF3E	Lung cancer
ITGAV	"Pleural effusion, Malignant":Alzheimer's disease:Atherosclerosis:Cancer:Drug abuse:Herpes:Rheumatoid arthritis
ITGB7	Cancer
ITGB6	Colon cancer:Emphysema:Herpes:Neoplasm metastasis:Squamous cell cancer
GLO1	Autistic disorder:Hyperglycemia:Multiple sclerosis:Panic disorder:Prostate cancer:Renal Cell cancer:Tuberculosis
LOC390998	Ovarian cancer
TMEM97	Colon cancer:Embryoma
PODXL	Cancer
ITGA1	Gastrointestinal tumor:Multiple sclerosis:Osteoporosis:Penile disease:Rheumatoid arthritis
ITGA2	Atherosclerosis:Behcet syndrome:Breast cancer:Colon cancer:Depression:Diabetes mellitus:Drug abuse:Lung cancer:Melanoma:Mesothelioma:Oral cancer:Pancreas cancer:Prostate cancer:Stomach cancer:Stroke:Thromboangiitis obliterans
ITGA3	Cancer
ITGA4	"Purpura, Thrombocytopenic, Idiopathic":Asthma:Demyelinating disease:Esophagus cancer:Leukemia:Lung disease:Melanoma:Osteosarcoma:Overnutrition:Rheumatoid arthritis:Sickle cell disease:Systemic infection:Thalassemia:Virus disease
PDZK1IP1	Cancer
SALL2	Sarcoma:Synovial sarcoma
EIF4E	Adenovirus infection:Cancer:Diabetes mellitus:Leukoencephalopathy
SALL4	Congenital abnormality:Deafness:Duane retraction syndrome:Leukemia
FCAR	Atherosclerosis:Glomerulonephritis:Hepatitis C
ITGA6	"Pemphigoid, Bullous":Cancer:Gastrointestinal tumor:Infection:Osteoporosis
ITGA5	Aortic aneurysm:Bone metastases:Cervical cancer:Colon cancer:Lung cancer:Malignant glioma:Ovarian cancer:Pertussis:Polyarthritis:Prostate cancer:Squamous cell cancer
LTB4R2	Ovary cancer:Rheumatoid arthritis
ITGA7	Liver cancer:Muscular dystrophies:Myopathy:Prostate cancer:Rabies
MTR	Alzheimer's disease:Atherosclerosis:Bladder cancer:Brain tumor:Cleft palate:Down syndrome:Embryoma:Hyperhomocysteinemia:Lupus erythematosus:Meningioma:Obesity:Spinal dysraphism:Ulcerative colitis
GLMN	Congenital abnormality
METAP2	Colon cancer:Hamman-Rich syndrome:Neoplasm metastasis
MSN	Congenital abnormality:Diabetes mellitus:HIV infection:Infection:Metastasis to lymph nodes:Squamous cell cancer
MT3	"Prostatic hypertrophy, Benign":Esophagus cancer:Stomach cancer
G3BP1	Esophagus cancer:Metastasis to lymph nodes:Squamous cell cancer
CHST2	Papillary adenocarcinoma
ADIPOR2	Breast cancer:Cirrhosis:Diabetes mellitus:Fatty liver:Gastrointestinal stromal tumor:Hepatitis C:Kidney failure:Obesity:Polycystic ovary syndrome:Prostate cancer:Stomach cancer
CHST4	"Adenocarcinoma, Mucinous"
MFN2	Charcot-Marie-Tooth disease:Neuropathy:Obesity:Polyneuropathy:Stroke
EYA4	Deafness:Otitis media
EYA1	Congenital abnormality
EYA2	Ovarian cancer
CHST6	Corneal disease
TOM1	Behavior disease
CUX1	Melanoma:Renal Cell cancer:Uterine fibroids
XIAP	Cancer:Copper metabolism disorder:Immunologic deficiency syndrome:Ischemia:Multiple sclerosis
TMEM158	Breast cancer:Cancer
GLS2	Brain disease
EXOSC10	Autoimmune disease:Scleroderma:Systemic scleroderma
PIKFYVE	Cancer:Embryoma
SCG3	Obesity
PYCARD	Cancer
ACAN	Degenerative disc disease:Osteoporosis:Polyarthritis:Tropical spastic paraparesis
SCG5	Brain tumor:Diabetes mellitus:Glucose intolerance:Obesity
TGM5	Ichthyoses
GAPDH	Brain tumor:Gigantism:Huntington disease:Neurodegenerative disorder:Prostate cancer:Testicular dysfunction:Thymoma:Thyroid cancer:Vaccinia
PIK3R1	Cancer:Overnutrition
GLRX	Cancer:Embryoma
GEMIN5	Cancer
PIK3R2	Hyperglycemia
ZBTB7C	Systemic infection
MPZ	Charcot-Marie-Tooth disease:Neuropathy
SCFV	Melanoma
SCGN	Pituitary tumor:Sella turcica tumor
VWF	Atherosclerosis:Bacterial infection:Behcet syndrome:Breast cancer:Congenital abnormality:Diabetes mellitus:Glycogen storage disease:Hemorrhagic disorder:Hypercholesterolemia:Hypertension:Neoplasm metastasis:Systemic infection:Uterine fibroids:Yersinia infection
MPG	Cancer:Colon cancer
MPO	Alzheimer's disease:Atherosclerosis:Breast cancer:Cervical cancer:Diabetes mellitus:Glomerulonephritis:Helicobacter infection:Hepatoblastoma:Hyperlipidemia:Ischemia:Kidney failure:Leukemia:Lung cancer:Multiple sclerosis:Pancreas cancer:Periodontal disease:Periodontitis:Prostate cancer:Sickle cell disease:Stomach disease:Stroke:Systemic infection:Vasculitis
ALOX5	Asthma:Atherosclerosis:Cancer:Cytomegalovirus infection:Dental plaque:Diabetes mellitus:Tuberculosis
MAPK8IP1	Alzheimer's disease:Prostate cancer:Testicular tumor
MPL	Bone disease:Bone marrow disease:HIV infection:Hematopoietic system disease:Hemorrhagic disorder:Myeloproliferative disease:Polycythemia:Thrombocytopenia:Thrombocytosis
IFNA17	Cervical cancer:Multiple sclerosis
FSTL3	Endometriosis:Growth retardation:Liver cancer
HOXD13	Congenital abnormality:Leukemia
FSTL1	Endometrial cancer:Rheumatoid arthritis
CLK1	Eye disease
MXI1	Nervous system tumor
HOXD10	Charcot-Marie-Tooth disease
HOXD11	Leukemia
CITED2	Colon cancer
FAH	Encephalopathies
HTR1B	Behavior disease:Bipolar disorder:Depression:Drug abuse:Hypertension
HTR1A	Amyotrophic lateral sclerosis:Behavior disease:Depression:Dermatitis:Diabetes mellitus:Epilepsy:Hepatitis C:Hypertension:Migraine:Panic disorder:Stroke:Sudden infant death syndrome
CTGF	Biliary Atresia:Brain tumor:Breast cancer:Chronic rejection of renal transplant:Congenital abnormality:Diabetes mellitus:Drug abuse:Embryoma:Fibroid tumor:Gallbaldder cancer:Gouts:Hypertension:IGA glomerulonephritis:Kidney disease:Liver cancer:Liver disease:Lung cancer:Malaria:Metastasis to lymph nodes:Muscular dystrophies:Osteosarcoma:Ovarian cancer:Pancreas cancer:Proteinuria:Scleroderma:Squamous cell cancer:Stomach cancer:Systemic scleroderma
FAP	Cancer:Diabetes mellitus:Gouts:Infection:Polyarthritis:Primary tumor
WDR76	Cancer:Colon cancer
WDR77	Prostate cancer:Testicular tumor
FAU	Osteosarcoma
FAS	Adenovirus infection:Alzheimer's disease:Autoimmune disease:Cancer:Celiac disease:Cholangitis:Chronic simple glaucoma:Dental plaque:Fatty liver:Gastritis:Growth retardation:HIV infection:HTLV-I infection:Hepatitis C:Hydrocephalus:Infertility:Ischemia:Lipodystrophy:Liver failure:Lupus erythematosus:Lupus vulgaris:Lymphopenia:Nervous system disease:Neuritis:Obesity:Parkinson disease:Pre-Eclampsia:Primary biliary cirrhosis:Pulmonary fibrosis:Respiratory distress syndrome:Sicca syndrome:Silicosis:Stroke:Systemic scleroderma:Testicular dysfunction:Thrombocytopenia:Tumor virus infection:Uveitis
ADAM8	Adenocarcinoma:Asthma:Lung cancer:Pancreas cancer
HTR1D	Anorexia nervosa:Attention deficit hyperactivity disorder
PHOX2A	Epilepsy:Eye disease:Hypertension:Mental retardation
PHOX2B	Embryoma:Eye disease:Neuroblastoma:Sudden infant death syndrome
MAGI2	Liver cancer
CRYAA	Eye disease:Rabies
CRYAB	Abortion:Brain tumor:Breast cancer:Myopathy:Neoplasm metastasis
RXRB	Drug abuse:Prostate cancer:Respiratory tract disease:Schizophrenia
RXRA	Cancer:Dermatitis
SKP2	Cancer:Skin disease
RXRG	Dermatitis:Hyperlipidemia:Prostate cancer:Thyroid cancer
CCDC136	Stomach cancer
SKP1	Congenital abnormality
PCM1	Protein-energy malnutrition:Schizophrenia
C10ORF2	Chronic progressive external ophthalmoplegia:Encephalopathies:Neuropathy:Spinocerebellar ataxias
PITPNM1	Retinal disease
HNF4A	Diabetes mellitus:Hyperinsulinism:Metabolism disease:Pancreas disease
EIF2S1	Alzheimer's disease:Epilepsy:Epstein-Barr virus infection:Hodgkin's disease:Infection:Papillary cancer:Thyroid cancer
ST18	Breast cancer:Cancer
GRAP2	Generalized anxiety disorder:Leukemia
XIST	Germ cell tumor:Hypertension:Testicular dysfunction
ADAP1	Alzheimer's disease
CACYBP	Neuroblastoma:Renal Cell cancer:Stomach cancer
DNMT3L	Cervical cancer:Embryoma
SLC28A2	HIV infection:Lipodystrophy
SLC28A1	HIV infection:Lipodystrophy:Pancreas cancer
NUDC	Prostate cancer
SLC28A3	HIV infection:Lipodystrophy:Rabies
PCNT	Bipolar disorder:Embryoma:Prostate cancer
PCDH15	Deafness
PCDH19	Epilepsy:Pervasive development disorder
PCNA	Aortic valve disease:Cancer:Emphysema:HIV infection:Helicobacter infection:Tuberous sclerosis
ZNF385A	Retinal disease
ASIP	Basal cell carcinoma:Diabetes mellitus:Liver cancer:Liver tumor:Melanoma:Nevus
DPP3	Cancer
MARCKSL1	Lung cancer
NAAA	Alzheimer's disease
MTHFD1	Abruption placentae:Cleft palate:Schizophrenia:Spinal dysraphism:Vitamin B deficiency
CFHR3	Macular degeneration
P4HA2	Polyarthritis
XYLT2	Diabetes mellitus
P4HA1	Polyarthritis
XYLT1	Aortic aneurysm:Diabetes mellitus:Pseudoxanthoma elasticum
SERTAD3	Cancer
FRAT1	Esophageal tumor:Ovarian cancer:Serous cancer
ANGPT1	Asthma:Cancer:Cardiovascular disease:Diabetes mellitus:Endometriosis:Ischemia:Rheumatoid arthritis:Systemic infection
MYB	Bone marrow disease:Cancer:Leukemia:Myeloproliferative disease
ANGPT2	Atherosclerosis:Cancer:Dental plaque:Diabetes mellitus:Endometriosis:Hepatitis B:Hypertension:Placenta disease:Rheumatoid arthritis:Systemic infection
MYC	Adenovirus infection:Cancer:Epstein-Barr virus infection:Hemophilia:Kidney failure:Leukoencephalopathy:Oral cancer:Rheumatoid arthritis:Synovitis:Werner syndrome
SERTAD1	Squamous cell cancer
CLN3	Neurodegenerative disorder
RNR1	Deafness:Prostate cancer:Stomach cancer
STX2	Lung disease:Pulmonary fibrosis
RNR2	Chronic progressive external ophthalmoplegia:Myopathy
EAPP	Cancer
SFRS12IP1	Alzheimer's disease
NAB2	Neuropathy
NAB1	Neuropathy
AICDA	Cancer:Helicobacter infection:Hereditary disease:Sicca syndrome
CLN9	Central nervous system disease
CLN8	Congenital abnormality:Epilepsy
SPG38	Congenital abnormality
CLN5	Epilepsy
REPS2	Advanced cancer:Prostate cancer
NACA	Alzheimer's disease:Down syndrome
DGKA	Melanoma
PCSK2	Diabetes mellitus:Embryoma:Liver metastases:Lymphoma
PCSK1	Eating disorder:Embryoma:Liver metastases:Lymphoma:Obesity:Sella turcica tumor
WDR19	Prostate cancer
EZR	Bone disease:Cancer:Congenital abnormality:Diabetes mellitus:Endometriosis:Infection
PTK2B	Hypertension:Nervous system tumor:Osteoporosis:Prostate cancer
ALOX5AP	Atherosclerosis:Neuroblastoma:Stroke
DGKG	CNS metastases
PDE1A	Atherosclerosis:Depression
GBX2	Cancer:Embryoma
PCSK9	Alzheimer's disease:Atherosclerosis:Embryoma:Hypercholesterolemia:Stroke
PCSK6	Ovarian cancer
HTR3A	Colon cancer:Eating disorder:Embryoma:Gilles de la Tourette syndrome:Herpes:Hypertension:Obsessive-compulsive disorder:Panic disorder:Schizophrenia
TRIP10	Huntington disease
HTR3B	Eating disorder:Gilles de la Tourette syndrome:Herpes:Hypertension
RASA1	Lung cancer:Polycystic ovary syndrome
ZNF267	Yersinia infection
CTLA4	Abortion:Alcoholic liver disease:Asthma:Autoimmune disease:Bipolar disorder:Breast cancer:Bronchiolitis:Celiac disease:Cervical cancer:Colon cancer:Dermatitis:Diabetes mellitus:Enteritis:Generalized anxiety disorder:Gingival overgrowth:Glomerulonephritis:Graves' disease:Hemolytic anemia:Hepatitis C:Hyperthyroidism:Leukemia:Lupus erythematosus:Lymphoma:Migraine:Multiple malignancy:Mycosis fungoides:Pancreatitis:Primary biliary cirrhosis:Prostate cancer:Renal Cell cancer:Stomach cancer:Systemic scleroderma:Thymoma:Ulcerative colitis
FADS2	Attention deficit hyperactivity disorder:Breast cancer:Diabetes mellitus:Obesity
ELAVL1	Atherosclerosis:Cancer:Lupus erythematosus:Polyarthritis:Rheumatoid arthritis
ELAVL2	Hemolytic-Uremic syndrome
ELAVL3	Neuroblastoma
CELA1	Diabetes mellitus:Pancreas disease
ELAVL4	Hemolytic-Uremic syndrome:Neuroblastoma:Parkinson disease
PCK1	Alzheimer's disease:Diabetes mellitus
