Locus,GeneName
YDR407C,TRS120
YIL066C,RNR3
YIL139C,REV7
YPR175W,DPB2
YPL071C,YPL071C
YOR269W,PAC1
YPL217C,BMS1
YLR108C,YLR108C
YOL165C,AAD15
YJR077C,MIR1
YNL259C,ATX1
YLL003W,SFI1
YPR176C,BET2
YJL045W,YJL045W
YDR334W,SWR1
YJL118W,YJL118W
YFR009W,GCN20
YMR014W,YMR014W
YOL092W,YOL092W
YKR056W,RNC1
YNL186W,UBP10
YKL025C,PAN3
YJL119C,YJL119C
YIL067C,YIL067C
YDR408C,ADE8
YMR015C,ERG5
YOR197W,YOR197W
YPL145C,KES1
YLR036C,YLR036C
YOL166C,YOL166C
YDL230W,PTP1
YLL004W,ORC3
YPR177C,YPR177C
YOR198C,BFR1
YJL046W,YJL046W
YDR335W,MSN5
YDL231C,YDL231C
YPL072W,UBP16
YOL093W,YOL093W
YGR200C,YGR200C
YPL218W,SAR1
YLR109W,AHP1
YLL005C,YLL005C
YKR057W,RPS21A
YNL187W,YNL187W
YJR078W,YJR078W
YKL026C,YKL026C
YDR190C,TIP49A
YDR263C,DIN7
YJL047C,RTT101
YIL068C,SEC6
YPL073C,YPL073C
YMR016C,SOK2
YPL146C,YPL146C
YLR037C,YLR037C
YOL094C,RFC4
YDR336W,YDR336W
YLR320W,YLR320W
YDR409W,YDR409W
YPL219W,PCL8
YKR058W,GLG1
YNL188W,KAR1
YJR079W,YJR079W
YMR300C,ADE4
YJL048C,YJL048C
YDR264C,AKR1
YLR321C,SFH1
YIL069C,RPS24B
YPR178W,PRP4
YOR199W,YOR199W
YLR038C,COX12
YOL095C,HMI1
YDL232W,OST4
YLL006W,MMM1
YPR179C,YPR179C
YER170W,ADK2
YKL027W,YKL027W
YDR191W,HST4
YAR030C,YAR030C
YDR337W,MRPS28
YDL160C,DHH1
YPL074W,YTA6
YMR017W,SPO20
YPL147W,PXA1
YGR202C,PCT1
YKR059W,TIF1
YLL007C,YLL007C
YNL189W,SRP1
YDR192C,NUP42
YMR301C,ATM1
YDR338C,YDR338C
YPL148C,PPT2
YLR039C,RIC1
YOL096C,COQ3
YDL233W,YDL233W
YER171W,RAD3
YKL028W,TFA1
YJL049W,YJL049W
YDR265W,PEX10
YLR322W,YLR322W
YDL234C,GYP7
YMR018W,YMR018W
YPL075W,GCR1
YGR130C,YGR130C
YER172C,BRR2
YKL029C,MAE1
YMR302C,RNA12
YDR266C,YDR266C
YDR339C,YDR339C
YLR323C,YLR323C
YBR010W,HHT1
YAR031W,YAR031W
YOL097C,WRS1
YDL161W,ENT1
YGR203W,YGR203W
YLL008W,DRS1
YBR011C,IPP1
YLR250W,SSP120
YDL162C,YDL162C
YDL235C,YPD1
YPL076W,GPI2
YMR019W,STB4
YPL149W,APG5
YLL009C,COX17
YDR194C,MSS116
YMR303C,ADH2
YDR267C,YDR267C
YPL077C,YPL077C
YOL098C,YOL098C
YAL001C,TFC3
YHR110W,ERP5
YGR131W,YGR131W
YGR204W,ADE3
YER173W,RAD24
YBR012C,YBR012C
YMR230W,RPS10B
YDL090C,RAM1
YLR251W,YLR251W
YLR324W,YLR324W
YGR132C,PHB1
YER174C,GRX4
YLR325C,RPL38
YGL100W,SEH1
YPL078C,ATP4
YOL099C,YOL099C
YAR033W,YAR033W
YDL163W,YDL163W
YDL236W,PHO13
YHR111W,YHR111W
YGR205W,YGR205W
YBR013C,YBR013C
YDR195W,REF2
YMR231W,PEP5
YMR304W,UBP15
YDL091C,YDL091C
YDR268W,MSW1
YDL164C,CDC9
YLR252W,YLR252W
YHR112C,YHR112C
YJL190C,RPS22A
YAL002W,VPS8
YER175C,YER175C
YDR196C,YDR196C
YMR305C,SCW10
YDR269C,YDR269C
YGL101W,YGL101W
YEL070W,YEL070W
YDL237W,YDL237W
YGR060W,ERG25
YGR133W,PEX4
YGR206W,YGR206W
YGL102C,YGL102C
YFL050C,ALR2
YBR014C,YBR014C
YMR232W,FUS2
YLR180W,SAM1
YLR253W,YLR253W
YDL238C,YDL238C
YLR326W,YLR326W
YPL079W,RPL21B
YGR061C,ADE6
YGR207C,ETF-BETA
YAL003W,EFB1
YLR181C,YLR181C
YLR254C,YLR254C
YLR327C,YLR327C
YEL071W,YEL071W
YAR035W,YAT1
YDL092W,SRP14
YDL165W,CDC36
YHR040W,YHR040W
YKL170W,MRPL38
YHR113W,YHR113W
YJL191W,RPS14B
YGR134W,YGR134W
YDR480W,DIG2
YFL051C,YFL051C
YER176W,ECM32
YEL017C-A,PMP2
YBR015C,MNN2
YMR160W,YMR160W
YDR197W,CBS2
YMR233W,YMR233W
YMR306W,FKS3
YDL166C,YDL166C
YIR020C,YIR020C
YDL239C,YDL239C
YHR041C,SRB2
YGR062C,COX18
YJL192C,YJL192C
YDR481C,PHO8
YDR198C,YDR198C
YGL030W,RPL30
YLR255C,YLR255C
YGL103W,RPL28
YEL072W,YEL072W
YDL093W,PMT5
YHR114W,YHR114W
YKL171W,YKL171W
YHL010C,YHL010C
YGR135W,PRE9
YGL031C,RPL24A
YGR208W,SER2
YGL104C,YGL104C
YER177W,BMH1
YEL073C,YEL073C
YMR161W,HLJ1
YMR234W,RNH1
YLR182W,SWI6
YML130C,ERO1
YDL094C,YDL094C
YDL167C,NRP1
YLR328W,YLR328W
YHR115C,YHR115C
YGR063C,SPT4
YDR482C,YDR482C
YGR209C,TRX2
YMR162C,YMR162C
YMR235C,RNA1
YLR183C,YLR183C
YMR308C,PSE1
YFL052W,YFL052W
YBR016W,YBR016W
YIR021W,MRS1
YHR042W,NCP1
YKL172W,EBP2
YHL011C,PRS3
YBR300C,YBR300C
YGR136W,YGR136W
YJL193W,YJL193W
YOR120W,GCY1
YGL032C,AGA2
YER178W,PDA1
YNL110C,YNL110C
YBR017C,KAP104
YLR256W,HAP1
YLR329W,REC102
YHR043C,DOG2
YOR121C,YOR121C
YMR163C,YMR163C
YMR309C,NIP1
YGL105W,ARC1
YFL053W,DAK2
YEL074W,YEL074W
YJR001W,YJR001W
YML131W,YML131W
YDL095W,PMT1
YDL168W,SFA1
YIR022W,SEC11
YAL007C,ERP2
YKL173W,SNU114
YHR116W,YHR116W
YPR100W,YPR100W
YGR064W,YGR064W
YGR137W,YGR137W
YJL194W,CDC6
YDR483W,KRE2
YFL054C,YFL054C
YMR090W,YMR090W
YER179W,DMC1
YBR018C,GAL7
YNL111C,CYB5
YEL075C,YEL075C
YMR236W,TAF17
YLR184W,YLR184W
YDL096C,YDL096C
YDL169C,UGX2
YLR257W,YLR257W
YHR044C,DOG1
YKL174C,YKL174C
YGR065C,VHT1
YGR138C,YGR138C
YJL195C,YJL195C
YOR122C,PFY1
YMR091C,NPL6
YHL012W,YHL012W
YBR301W,YBR301W
YGL033W,HOP2
YGL106W,MLC1
YJR002W,MPP10
YML132W,COS3
YIR023W,DAL81
YHR117W,TOM72
YHL013C,YHL013C
YPR101W,SNT309
YDR484W,SAC2
YGL034C,YGL034C
YNR070W,YNR070W
YGL107C,YGL107C
YEL076C,YEL076C
YBR019C,GAL10
YJR003C,YJR003C
YMR237W,YMR237W
YDL097C,RPN6
YLR185W,RPL37A
YML133C,YML133C
YIR024C,GIF1
YLR258W,GSY2
YHR118C,ORC6
YGR066C,YGR066C
YPR102C,RPL11A
YJL196C,ELO1
YOR050C,YOR050C
YOR123C,LEO1
YDR485C,YDR485C
YNR071C,YNR071C
YML095C-A,YML095C-A
YAL008W,YAL008W
YMR092C,AIP1
YMR165C,SMP2
YLR259C,HSP60
YFL055W,AGP3
YNL112W,DBP2
YML060W,OGG1
YHR045W,YHR045W
YKL175W,YKL175W
YBR230C,YBR230C
YHL014C,YLF2
YGL035C,MIG1
YGL108C,YGL108C
YFL056C,AAD6
YML061C,PIF1
YMR238W,DFG5
YJR004C,SAG1
YDL098C,SNU23
YLR186W,YLR186W
YHR046C,YHR046C
YKL176C,YKL176C
YGR067C,YGR067C
YOR051C,YOR051C
YDR486C,YDR486C
YOR124C,UBP2
YAL009W,SPO7
YMR166C,YMR166C
YMR239C,RNT1
YNL040W,YNL040W
YNL113W,RPC19
YIR025W,YIR025W
YPR030W,CSR2
YHR119W,SET1
YBR231C,YBR231C
YPR103W,PRE2
YJL197W,UBP12
YNR072W,HXT17
YFL057C,YFL057C
YNL041C,YNL041C
YMR093W,YMR093W
YNL114C,YNL114C
YML062C,MFT1
YLR187W,YLR187W
YIR026C,YVH1
YHR047C,AAP1
YPR104C,FHL1
YGR068C,YGR068C
YOR052C,YOR052C
YOR125C,CAT5
YDR487C,RIB3
YNR073C,YNR073C
YHL015W,RPS20
YGL036W,MTC2
YOL020W,SCM2
YGL109W,YGL109W
YJR005W,APL1
YDL099W,YDL099W
YPR031W,YPR031W
YKL177W,YKL177W
YHL016C,DUR3
YBR232C,YBR232C
YJL198W,YJL198W
YGL037C,YGL037C
YOL021C,DIS3
YMR094W,CTF13
YNL115C,YNL115C
YMR167W,MLH1
YLR188W,MDL1
YIR027C,DAL1
YKL178C,STE3
YPR105C,YPR105C
YJL199C,YJL199C
YDR488C,PAC11
YOR126C,IAH1
YNR074C,YNR074C
YMR095C,SNO1
YMR168C,CEP3
YLR189C,UGT51
YFL058W,THI5
YNL042W,BOP3
YJR006W,HYS2
YML063W,RPS1B
YHR048W,YHR048W
YPR032W,SRO7
YGR069W,YGR069W
YOR053W,YOR053W
YGL038C,OCH1
YOL022C,YOL022C
YNL043C,YNL043C
YGR280C,YGR280C
YER056C-A,RPL34A
YML064C,TEM1
YKL179C,YKL179C
YPR033C,HTS1
YOR054C,YOR054C
YMR169C,ALD3
YBR160W,CDC28
YBR233W,PBP2
YHL017W,YHL017W
YPL001W,HAT1
YFL059W,SNZ3
YNL116W,YNL116W
YJR007W,SUI2
YIR028W,DAL4
YHR049W,YHR049W
YBR234C,ARC40
YPR106W,ISR1
YPL002C,SNF8
YOR127W,RGA1
YDR489W,YDR489W
YNR075W,COS10
YMR096W,SNZ1
YPR107C,YTH1
YOR128C,ADE2
YMR097C,YMR097C
YBR161W,YBR161W
YHL018W,YHL018W
YBR162W-A,YSY6
YGL039W,YGL039W
YOL023W,IFM1
YNL044W,YIP3
YNL117W,MLS1
YGR281W,YOR1
YJR008W,YJR008W
YML065W,ORC1
YDR120C,TRM1
YIR029W,DAL2
YPR034W,ARP7
YBR162C,YBR162C
YHL019C,APM2
YOR055W,YOR055W
YNR076W,PAU6
YNL118C,DCP2
YGR282C,BGL2
YML066C,YML066C
YJR009C,TDH2
YOR056C,YOR056C
YOR129C,YOR129C
YNR077C,YNR077C
YGL250W,YGL250W
YMR098C,YMR098C
YBR235W,YBR235W
YPL003W,ULA1
YOL024W,YOL024W
YNL045W,YNL045W
YGL251C,HFM1
YBR090C,YBR090C
YPR035W,GLN1
YBR236C,ABD1
YPR108W,RPN7
YPL004C,YPL004C
YGR283C,YGR283C
YML067C,YML067C
YOR340C,RPA43
YER100W,UBC6
YDR121W,YDR121W
YMR099C,YMR099C
YBR163W,YBR163W
YOL025W,LAG2
YNL046W,YNL046W
YNL119W,YNL119W
YER101C,AST2
YGL252C,RTG2
YBR091C,MRS5
YPR036W,VMA13
YBR164C,ARL1
YPR109W,YPR109W
YNL330C,RPD3
YOR057W,SGT1
YOL026C,YOL026C
YNL047C,YNL047C
YGR284C,YGR284C
YFL010W-A,AUA1
YPR037C,YPR037C
YOR058C,ASE1
YDR122W,KIN1
YBR237W,PRP5
YPL005W,YPL005W
YHR190W,ERG9
YML068W,YML068W
YDR050C,TPI1
YDR123C,INO2
YOR341W,RPA190
YCR071C,IMG2
YBR092C,PHO3
YNL331C,AAD14
YBR238C,YBR238C
YOL027C,YOL027C
YHR191C,CTF8
YGR285C,ZUO1
YBL060W,YBL060W
YOR342C,YOR342C
YER102W,RPS8B
YOR059C,YOR059C
YGL180W,APG1
YGL253W,HXK2
YBR165W,UBS1
YBL061C,SKT5
YNL048W,ALG11
YML069W,POB3
YDR051C,YDR051C
YCR072C,YCR072C
YBR093C,PHO5
YBR166C,TYR1
YJR150C,DAN1
YBR239C,YBR239C
YPL007C,YPL007C
YOL028C,YAP7
YCL040W,GLK1
YNL049C,SFB2
YGR286C,BIO2
YOR270C,VPH1
YOR343C,YOR343C
YER030W,YER030W
YER103W,SSA4
YGL181W,GTS1
YDR124W,YDR124W
YDL020C,RPN4
YGL254W,FZF1
YCL041C,YCL041C
YNL332W,THI12
YHR192W,YHR192W
YER031C,YPT31
YDR052C,DBF4
YDR125C,ECM18
YGL182C,YGL182C
YCR073C,SSK22
YNL260C,YNL260C
YBR167C,POP7
YJR151C,YJR151C
YOL029C,YOL029C
YHR193C,EGD2
YBL062W,YBL062W
YGR287C,YGR287C
YOR271C,YOR271C
YOR344C,TYE7
YFR010W,UBP6
YIL140W,SRO4
YER104W,YER104W
YGL255W,ZRT1
YBR094W,YBR094W
YNL333W,SNZ2
YPL008W,CHL1
YFR011C,YFR011C
YER105C,NUP157
YGL183C,YGL183C
YLR110C,YLR110C
YBR095C,YBR095C
YNL334C,SNO2
YPL009C,YPL009C
YDL021W,GPM2
YCL042W,YCL042W
YBL063W,KIP1
YOR345C,YOR345C
YJL120W,YJL120W
YIL141W,YIL141W
YER032W,FIR1
YEL001C,YEL001C
YDR053W,YDR053W
YGL256W,ADH4
YCL043C,PDI1
YNL261W,ORC5
YBR168W,YBR168W
YBL064C,YBL064C
YKL100C,YKL100C
YJR152W,DAL5
YJL121C,RPE1
YDR410C,STE14
YHR194W,YHR194W
YER033C,YER033C
YDR054C,CDC34
YGR288W,MAL13
YOR272W,YTM1
YGL184C,YGL184C
YCR075C,ERS1
YGL257C,MNT2
YJR080C,YJR080C
YBR169C,SSE2
YDL022W,GPD1
YGR289C,MAL11
YOR273C,YOR273C
YFR012W,YFR012W
YIL142W,CCT2
YER106W,YER106W
YEL002C,WBP1
YDR127W,ARO1
YPL220W,RPL1A
YLR111W,YLR111W
YDL023C,YDL023C
YBR096W,YBR096W
YCL044C,YCL044C
YNL262W,POL2
YJR153W,PGU1
YNL335W,YNL335W
YDR411C,YDR411C
YIL070C,MAM33
YHR195W,VAB36
YIL143C,SSL2
YER107C,GLE2
YGL185C,YGL185C
YOR346W,REV1
YCR076C,YCR076C
YNL263C,YIF1
YBL065W,YBL065W
YKL101W,HSL1
YJL122W,YJL122W
YOR347C,PYK2
YFR013W,YFR013W
YER034W,YER034W
YDR055W,PST1
YDR128W,YDR128W
YPL221W,BOP1
YGL258W,YGL258W
YLR112W,YLR112W
YDL024C,YDL024C
YKR060W,YKR060W
YBR097W,VPS15
YCL045C,YCL045C
YNL190W,YNL190W
YNL336W,COS1
YJR154W,YJR154W
YKL102C,YKL102C
YBL066C,SEF1
YJL123C,YJL123C
YFR014C,CMK1
YIL071C,YIL071C
YHR196W,YHR196W
YPR180W,AOS1
YER108C,FLO8
YDR056C,YDR056C
YOR274W,MOD5
YLR040C,YLR040C
YGL186C,YGL186C
YDR129C,SAC6
YCR077C,PAT1
YNL264C,PDR17
YJR082C,YJR082C
YEL003W,GIM4
YPR181C,SEC23
YJL050W,MTR4
YOR275C,YOR275C
YOR348C,PUT4
YDR412W,YDR412W
YIL144W,TID3
YER035W,YER035W
YPL222W,YPL222W
YGL259W,YPS5
YLR113W,HOG1
YDL025C,YDL025C
YKR061W,KTR2
YNL191W,YNL191W
YBR098W,YBR098W
YBL067C,UBP13
YJR155W,AAD10
YKL103C,LAP4
YNL337W,YNL337W
YJL124C,LSM1
YDR413C,YDR413C
YFR015C,GSY1
YHR197W,YHR197W
YIL145C,YIL145C
YER036C,YER036C
YPL223C,GRE1
YGL187C,COX4
YLR114C,YLR114C
YBR099C,YBR099C
YNL265C,YNL265C
YJR083C,YJR083C
YJR156C,THI11
YEL004W,YEA4
YHR198C,YHR198C
YCL046W,YCL046W
YKL030W,YKL030W
YJL051W,YJL051W
YDR340W,YDR340W
YIL072W,HOP1
YMR020W,FMS1
YPL150W,YPL150W
YEL005C,VAB31
YDR057W,YDR057W
YLR041W,YLR041W
YKR062W,TFA2
YLL010C,YLL010C
YCL047C,YCL047C
YNL192W,CHS1
YKL104C,GFA1
YJL125C,GCD14
YDR341C,YDR341C
YIL073C,SPO22
YFR016C,YFR016C
YDR414C,ERD1
YIL146C,ECM37
YPR182W,SMX3
YMR021C,MAC1
YPL151C,PRP46
YDR058C,TGL2
YOR276W,CAF20
YPL224C,MMT2
YLR042C,YLR042C
YGL188C,YGL188C
YOR349W,CIN1
YKR063C,LAS1
YNL339C,YRF1-6
YDL026W,YDL026W
YHR199C,YHR199C
YKL031W,YKL031W
YBL068W,PRS4
YJL052W,TDH1
YOR277C,YOR277C
YER037W,YER037W
YLR115W,CFT2
YDL027C,YDL027C
YCR079W,YCR079W
YAL058C-A,YAL058C-A
YNL193W,YNL193W
YNL266W,YNL266W
YJR084W,YJR084W
YKL032C,IXR1
YKL105C,YKL105C
YJR157W,YJR157W
YDR342C,HXT7
YDR415C,YDR415C
YIL074C,SER33
YFR017C,YFR017C
YNR001C,CIT1
YIL147C,SLN1
YPR183W,DPM1
YER038C,YER038C
YDR059C,UBC5
YGL189C,RPS26A
YLR043C,TRX1
YNL194C,YNL194C
YJR085C,YJR085C
YLL011W,SOF1
YCL048W,YCL048W
YBL069W,AST1
YJL053W,PEP8
YJL126W,NIT2
YMR022W,UBC7
YPL152W,RRD2
YPL225W,YPL225W
YDL028C,MPS1
YLR116W,MSL5
YKR064W,YKR064W
YCL049C,YCL049C
YNL267W,PIK1
YJR158W,HXT16
YDR343C,HXT6
YJL127C,SPT10
YFR018C,YFR018C
YIL075C,RPN2
YNR002C,YNR002C
YPR184W,YPR184W
YER039C,HVG1
YPL080C,YPL080C
YMR023C,MSS1
YPL153C,RAD53
YOR278W,HEM4
YLR044C,PDC1
YLR117C,SYF3
YKR065C,YKR065C
YNL195C,YNL195C
YEL007W,YEL007W
YLL012W,YLL012W
YKL033W,YKL033W
YKL106W,AAT1
YDR270W,CCC2
YOR279C,YOR279C
YJL054W,TIM54
YDR416W,SYF1
YLR400W,YLR400W
YIL148W,RPL40A
YPL226W,YPL226W
YLL013C,YLL013C
YNL268W,LYP1
YJR086W,STE18
YJR159W,SOR1
YDR271C,YDR271C
YDR344C,YDR344C
YJL128C,PBS2
YDR417C,YDR417C
YLR401C,YLR401C
YIL149C,YIL149C
YNR003C,RPC34
YPR185W,APG13
YPL154C,PEP4
YLR045C,STU2
YPL227C,ALG5
YLR118C,YLR118C
YKR066C,CCP1
YNL196C,SLZ1
YEL008W,YEL008W
YDL029W,ARP2
YPR186C,PZF1
YKL034W,YKL034W
YKL107W,YKL107W
YJL055W,YJL055W
YIL076W,SEC28
YPL081W,RPS9A
YMR024W,MRPL3
YEL009C,GCN4
YJR087W,YJR087W
YNL269W,YNL269W
YJL056C,ZAP1
YDR345C,HXT3
YJL129C,TRK1
YIL077C,YIL077C
YPL082C,MOT1
YPL155C,KIP2
YLR046C,YLR046C
YDL240W,LRG1
YNL197C,WHI3
YJR088C,YJR088C
YLL014W,YLL014W
YKL035W,UGP1
YKL108W,SLD2
YDR272W,GLO2
YDR418W,RPL12B
YLR402W,YLR402W
YNR004W,YNR004W
YMR025W,YMR025W
YPL228W,CET1
YGR210C,YGR210C
YLR119W,SRN2
YKR067W,YKR067W
YKL036C,YKL036C
YJL057C,IKS1
YDR346C,YDR346C
YNR005C,YNR005C
YPR187W,RPO26
YMR026C,PEX12
YPL083C,SEN54
YPL156C,YPL156C
YLR047C,YLR047C
YDL241W,YDL241W
YKR068C,BET3
YNL198C,YNL198C
YLL015W,BPT1
YPR188C,YPR188C
YKL109W,HAP4
YDR273W,YDR273W
YLR330W,CHS5
YIL078W,THS1
YDR419W,RAD30
YLR403W,SFP1
YPL229W,YPL229W
YER180C,ISC10
YJR089W,BIR1
YDR274C,YDR274C
YJL058C,YJL058C
YMR310C,YMR310C
YLR331C,YLR331C
YIL079C,YIL079C
YDL242W,YDL242W
YNL199C,GCR2
YGR211W,ZPR1
YLL016W,SDC25
YKL037W,YKL037W
YDR347W,MRP1
YDL243C,AAD4
YLR404W,YLR404W
YNR006W,VPS27
YPL084W,BRO1
YMR027W,HRT2
YPL157W,YPL157W
YLR048W,RPS0B
YKR069W,MET1
YER181C,YER181C
YMR311C,GLC8
YDR348C,YDR348C
YNR007C,AUT1
YPR189W,SKI3
YPL158C,YPL158C
YLR049C,YLR049C
YDL170W,UGA3
YFL018W-A,SMX2
YGR212W,YGR212W
YKL038W,RGT1
YDR275W,YDR275W
YJL059W,YHC3
YDL171C,GLT1
YLR332W,MID2
YLR405W,YLR405W
YPL085W,SEC16
YGR213C,RTA1
YLL018C,DPS1
YDR276C,YDR276C
YDR349C,YPS7
YLR333C,RPS25B
YOR304C-A,YOR304C-A
YMR029C,YMR029C
YBR020W,GAL1
YPL086C,ELP3
YPL159C,YPL159C
YDL244W,THI13
YAL010C,MDM10
YER182W,YER182W
YKL039W,PTM1
YMR312W,YMR312W
YDL172C,YDL172C
YLR260W,LCB5
YDL245C,HXT15
YNR008W,LRO1
YLL019C,KNS1
YER183C,YER183C
YMR240C,CUS1
YDR277C,MTH1
YMR313C,YMR313C
YHR139C-A,YHR139C-A
YLR334C,YLR334C
YBR021W,FUR4
YAR042W,SWH1
YHR120W,MSH1
YGR141W,YGR141W
YGR214W,RPS0A
YGL110C,YGL110C
YDL246C,YDL246C
YLR407W,YLR407W
YNR009W,YNR009W
YPL087W,YPL087W
YAL011W,YAL011W
YER184C,YER184C
YDR278C,YDR278C
YLR262C,YPT6
YLR408C,YLR408C
YCR001W,YCR001W
YBR022W,YBR022W
YDL173W,YDL173W
YHR121W,YHR121W
YGR142W,BTN2
YGR215W,YGR215W
YCR002C,CDC10
YBR023C,CHS3
YMR241W,YHM2
YMR314W,PRE5
YDL174C,DLD1
YLR335W,NUP2
YPL088W,YPL088W
YGR216C,GPI1
YAL012W,CYS3
YMR242C,RPL20A
YGL111W,YGL111W
YLR336C,SGD1
YLR409C,YLR409C
YPL089C,RLM1
YAR044W,OSH1
YDL247W,YDL247W
YHR122W,YHR122W
YGR070W,ROM1
YGR143W,SKN1
YOR200W,YOR200W
YGL112C,TAF60
YFL060C,SNO3
YER185W,YER185W
YDR279W,YDR279W
YMR315W,YMR315W
YLR190W,YLR190W
YDL175C,YDL175C
YLR263W,RED1
YGR071C,YGR071C
YDR490C,PKH1
YOR201C,PET56
YAL013W,DEP1
YER186C,YER186C
YMR170C,ALD2
YMR243C,ZRC1
YCR003W,MRPL32
YBR024W,SCO2
YDL248W,COS7
YAL014C,YAL014C
YHR050W,SMF2
YKL180W,RPL17A
YHR123W,EPT1
YGR144W,THI4
YGL040C,HEM2
YGR217W,CCH1
YCR004C,YCP4
YBR025C,YBR025C
YLR191W,PEX13
YMR316W,YMR316W
YLR264W,RPS28B
YIR030C,DCG1
YDR491C,YDR491C
YLR192C,HCR1
YLR265C,YLR265C
YGL113W,YGL113W
YFL061W,YFL061W
YDL176W,YDL176W
YAL015C,NTG1
NumSigGenes:,5914
